"en","Comment"
"“Ok... 5677  Um...?
 They aren't numbers between 1~4 huh?
 What's up with that?”{NewPage}“Don't worry.  Just push two buttons
 simultaneously to add up to that number.
 For 6, just push 2 and 4 together.”{NewPage}“Ok... 5677
 Follow the following instructions and try
 inputing. Start this message by pushing the
 circle button.”",""
"“Ok... 8989  Um...? 
 They aren't numbers between 1~4 huh?
 What's up with that?”{NewPage}“Don't worry.  Just push three buttons
 simultaneously to add up to that number.
 For 8, just push 1, 3 and 4 together.”{NewPage}“Confused?  If you push all the buttons
 together, they add up to 10. For 8, just
 push all the buttons except the 2 button.”{NewPage}“Ok... 8989
 Follow the following instructions and try
 inputing.  Start this message by pushing the
 circle button.”",""
"“First digit entered!”",""
"“Second digit entered!”",""
"“Third digit entered!”",""
"“Fourth digit entered!”",""
"“Wrong!
  Try again some time.”",""
"“Done!
  Congratulations.”",""
"“Shake service currently offered.
  Shake shake.”",""
"Change screen color test
“Quit
  Red
  Green
  Blue
 {WhiteBlink}White{White}
  Light Black
  Black
 {WhiteBlink}Vibrant{White}」",""
"Change character color test
“Start this message by pushing the
  circle button.”",""
" {Grey}? - ! - !! ",""
" {GreyBlink}? {Grey}- ! - !! ",""
" {White}? {WhiteBlink}- {Grey}! - !! ",""
" {Yellow}? {Yellow}- {YellowBlink}! {Grey}- !! ",""
" {Yellow}? {Yellow}- {Yellow}! {YellowBlink}- {Grey}!! ",""
" {Red}? {Red}- {Red}! {Red}- {RedBlink}!! ",""
"  This is a dummy message
 {GreyBlink}1A{White}2B{Yellow}3C{Red}4D{RedBlink}5E",""
"Quistis
“I didn't think
  {Grey}you were serious.”",""
"【Save Point】
  Access the Menu and select
 [SAVE] to save your game.",""
"Zell
“Please don't touch.”",""
"Fake Squall 2
“Heeheehee...!
  Run, run!
  I'm not helpin' if you get caught.”",""
"Fake Squall 2
“I got ya!
  Mmm yum yum
  Ugh...”",""
"Fake Squall
“There it is!”",""
"Push",""
"Talk",""
"“How about a game?”
Yes
No",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Balamb's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Galbadia's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Trabia's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Centra's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Dollet's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  F.H.'s and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  space's and our rules, sir.”",""
"“Mr. SeeD, you seem to know a rule
  unfamiliar to this region, sir.
  Let's play a game mixing
  Esthar's and our rules, sir.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"#test3","80"
"Chiken
“Sound Test”
 On-Memory Sound
 Load Sound
 To Start Map
 Exit",""
"“Load Sound”
 Sound1
 Sound2
 Sound3
 Sound4
 Sound5
 Sound6
 Sound7
 Sound8
 Sound9
 Sound10
 Return",""
"“Sound1”
 WAVE0800
 WAVE0801
 WAVE0802
 WAVE0803
 WAVE0804
 WAVE0805
 Exit",""
"“Sound2”
 WAVE0806
 WAVE0807
 WAVE0808
 WAVE0809
 WAVE0810
 WAVE0811
 Exit",""
"“Sound3”
 WAVE0812
 WAVE0813(Not Avilable)
 WAVE0814
 WAVE0815
 WAVE0816
 WAVE0817
 Exit",""
"“Sound4”
 WAVE0818
 WAVE0819
 WAVE0820
 WAVE0821
 WAVE0822
 WAVE0823(Not Available)
 Exit",""
"“Sound5”
 WAVE0824
 WAVE0825
 WAVE0826
 WAVE0827
 WAVE0828
 WAVE0829
 Exit",""
"“Sound6”
 WAVE0830
 WAVE0831
 WAVE0832
 WAVE0833
 WAVE0834
 WAVE0835
 Exit",""
"“Sound7”
 WAVE0836
 WAVE0837
 WAVE0838(Not Available)
 WAVE0839(Not Available)
 WAVE0840(Not Available)
 WAVE0841
 Exit",""
"“Sound8”
 WAVE0842
 WAVE0843
 WAVE0844
 WAVE0845
 WAVE0846
 WAVE0847
 Exit",""
"“Sound9”
 WAVE0848
 WAVE0849
 WAVE0850
 WAVE0851
 WAVE0852
 WAVE0853
 Exit",""
"“Sound10”
 WAVE0860
 WAVE0861
 WAVE0863
 WAVE0865
 WAVE0867
 WAVE0881
 Exit",""
" 0005~0026
 0027~0044
 0045~0056
 0057~0071
 0072~0089
 0090~0099
 0101~0111
 0112~0122
 0123~0132
 0133~0142
 0150~0197
 Next
 Exit",""
" 0198~0211
 0212~0226
 0227~0257
 0259~0280
 0285~0326
 0328~0374
 0379~0394
 0401~0420
 0421~
 (Not Available)
 (Not Available)
 Next
 Exit",""
"“On-Memory1”
 Take a step(0005)
 Jump(0006)
 Sink(0007)
 DAN!(0010)
 Sand-L(0017)
 Sand-R(0018)
 Slash(0019)
 Move(0022)
 Pi(0025)
 Dosa!(0026)
 Return",""
"“On-Memory2”
 Jari(0027)
 Thunder?(0028)
 Shake(0029)
 Bush(0031)
 Zusa(0032)
 Door(0040)
 Announce(0041)
 Hit a K/B(0042)
 Shadow Boxing(0043)
 TV Noise(0044)
 Return",""
"“On-Memory3”
 Creak of Door(0045)
 Alarm(0046)
 Wire(0047)
 SandStorm(0048)
 Bell(0049)
 Elevator(0050)
 Footwork(0051)
 Window Close(0052)
 Waterworks(0053)
 HeartBeat(0056)
 Return",""
"“On-Memory4”
 Outside Train2(0057)
 Jump on the train(0060)
 K/B Input OK(0061)
 Monster A/B(0063)
 Crossing(0065)
 Horn of Train(0066)
 Wearing(0067)
 Cardreader(0068)
 Brake(0070)
 Window Open(0071)
 Return",""
"“On-Memory5”
 Computer1(0072)
 Change Windows(0073)
 Open Elevator(0074)
 Paper Noise(0075)
 Sit down(Angry)(0076)
 Conputer Pi(0077)
 Knocking the Door(0086)
 Computer2(0087)
 Punch a Sandbag(0088)
 Elevator Arrive(0089)
 Return",""
"“On-Memory6”
 Elevator Open(0090)
 Door of Classroom(0091)
 Extension(0092)
 A Pot(0093)
 Open a Wooden Door(0094)
 Inside Ship(0095)
 Cat(0096)
 Cat's Bell(0097)
 Cat's Purring(0098)
 Ship's Door(0099)
 Exit",""
"“On-Memory7”
 FUJIN Kick(0101)
 A house Door(0102)
 Clapping(many)(0103)
 Run against Selphie(0105)
 Wearing2(0106)
 Door of Training(0107)
 Repair a Car(0108)
 Panel ON(0109)
 Panel OFF(0110)
 Announce(Train)(0111)
 Return",""
"“On-Memory8”
 Sit Down a Sofa(0112)
 A Horn(0113)
 Attention!(0114)
 Shake glasses on tray A·B(0115)
 T-Board(0117)
 Door Off of train(0118)
 Step a hand(0119)
 Particle of witch(0120)
 Weathercock(0121)
 Down at bush(0122)
 Return",""
"“On-Memory9”
 Zell strikes train's floor(0123)
 Quistis run against Rinoa(0124)
 Adjusting(0125)
 Resonance(0126)
 Turning a water mill(0127)
 Upstairs(0128)
 Adjusting(0129)
 Adjusting(0130)
 A creek BG(0131)
 Underground Enterance(0132)
 Return",""
"“On-Memory10”
 Key(0133)
 Adjusting(0134)
 Closed a door of Rinoa's house(0135)
 Models of Train(0136)
 Stomachache(0137)
 Sit down(general purpose)(0138)
 Rinoa hands Squall a paper(0139)
 Adjusting(0140)
 Train's door(0141)
 Closing Switch of Triumphal arch's gate(0142)
 Return",""
"“On-Memory11”
 frog(0150)
 Coins(0151)
 Emergency Brake(Agit4·0162)
 Du trap(0191)
 Seifer bites Squall(0192)
 Wooden Door Close(0193)
 Woodern Door Open(0194)
 gmtika1 Door(0195)
 monitor1(0196)
 monitor2(0197)
 Return",""
"“On-Memory12”
 turning on and off(0198)
 Autolock(1)(0199)
 Autolock(2)(0200)
 Cast a spell at the Jail(0201)
 Zell bites Guardmen(0204)
 Landslide(0205)
 Laguna comes to blow(0207)
 Squall bites Zell with G/B(0208)
 Train leaves from DesertStation(0209)
 Door Open (Outside of a Base)(0211)
 Return",""
"“On-Memory13”
 Card key(0212)
 Gate of Missile base(0213)
 Sound of Fighting(0214)
 Shelter Machine Appear(0215)
 Elevator Stopped(0217)
 Elevator's floor Opened(0219)
 Change!(0220)
 Door open at Missile base(0222)
 Missile base Shaken(0224)
 Panel's sound(0226)
 Return",""
"“On-Memory14”
 Switch turned off(0227)
 Ifreet Appear(0228)
 Witch cast a spell2(0235)
 Computer1(0239)
 Computer2(0240)
 Computer3(0241)
 Dinamyte Switch(0246)
 Cast a spell in a Garden(0255)
 Blined Opened(0256)
 Belt convayor(0257)
 Return",""
"“On-Memory15”
 Screw down(0259)
 Enemies' Falling down(0262)
 A Dog in the train(0263)
 Witch casts spells in a speech(0267)
 President flown away(0269)
 Spark!(0273)
 bgmd28 Iron gate(0274)
 Sido thrown something to Squall(0278)
 Using a Computer desperately(0279)
 oilsipper Appear(0280)
 Return",""
"“On-Memory15”
 MD motor started(0285)
 Falling down the ladder(0287)
 Norg Closed(0295)
 Norg Opend(0298)
 tgroom2 Repair(0300)
 Headaches(0303)
 Water Splash(0307)
 Down a camera(movie)(0315)
 Noise(movie)(0318)
 Computer monitor of the Hall(0326)
 Return",""
"“On-Memory16”
 Witch casted Rinoa a spell(0328)
 Dropped a tray(0345)
 Take back weapons(0346)
 Switch of water mills(0356)
 Water run(0358)
 Switch to run water(0359)
 Witch's spell of speach(0364)
 Key in(0371)
 Shaken anad Opened(0372)
 Time count(0374)
 Return",""
"“On-Memory17”
 Balamb Garden's steer(0379)
 Radio in the jail(0380)
 Dropped a coin to water(0381)
 Chinema(0382)
 gmmoni1(0383)
 gmmoni1 Error(0384)
 A Ladder downed at underground watersupply(0385)
 Spark of motor(0392)
 A button of Elevator(nothing)(0393)
 Light lamp of GO(0394)
 Return",""
"“On-Memory18”
 gdsand3 Missile fired(0401)
 Auto door 2(0410)
 Turned off of elevator lamp(0411)
 Computer BG(0412)
 Hole appear in the sky(0415)
 Noise in the sky 1(0417)
 Noise in the sky 2(0418)
 Light circle of elevator(0419)
 Auto doors of Luna Gate(0420)
 Nothing(:_:)
 Return",""
"“On-Memory19”
 “DO”(0424)
 “RE”(0425)
 “MI”(0426)
 “FA”(0427)
 “SO”(0428)
 “RA”(0429)
 “SHI”(0430)
 “DO”(0431)
 -(+_+)
 -(+o+)
 Return",""
"“WAVE0800”
 Dog 1(0002)
 Dog 2(0001)
 Return",""
"“WAVE0801”
 Dog 3(0015)
 Slash a sword(0014)
 Return",""
"“WAVE0802”
 KANI left foot(0011)
 KANI right foot(0012)
 Iron step-L(0020)
 Iron step-R(0021)
 Elevator stopped(0023)
 Electric discharge(0024)
 Falling down(0033)
 Flip(0034)
 Crawl R(0037)
 Crawl L(0038)
 Return",""
"“WAVE0803”
 KANI left foot(0003)
 KANI right foot(0004)
 jump(0008)
 land(0009)
 KANI left foot16(0013)
 KANI right foot16(0036)
 a metal sound(0035)
 Return",""
"“WAVE0804”
 Dog 4(0016)
 Bell(0039)
 Return",""
"“WAVE0805”
 Outside of trains 1(0054)
 Inside atrains(0055)
 Stop trains(timber3·0145)
 Stop trains(timber4·0158)
 Train started(timber3,4·0160)
 Trains stopped suddenly(timber4·0161)
 Trains stopped suddenly(timber4·0162)
 Train stopped(timber6·0174)
 Return",""
"“WAVE0806”
 Car/outside(0058)
 Car/inside(0080)
 Car door opens(0083)
 Car door closes(0084)
 Car brake(0085)
 gwpool2(0156)
 gwstaup1(0157)
 gdsand3(0166)
 gdsta1(0167)
 Galbadia garden's car starts(0265)
 Return",""
"“WAVE0807”
 Ship·outside(0059)
 Return",""
"“WAVE0808”
 Ifrite appear(0069)
 Return",""
"“WAVE0809”
 Fountain of school(0078)
 Return",""
"“WAVE0810”
 Lava(0079)
 Return",""
"“WAVE0811”
 Finger cracker(0082)
 Clapping(once)(0081)
 Return",""
"“WAVE0812”
 Cat(0096)
 Bell of cat(0097)
 Cat purring(0098)
 Craaaaaash!(0148)
 Return",""
"“WAVE0814”
 Norg·Angry(0153)
 Norg·Normal(0154)
 Return",""
"“WAVE0815”
 Idea Appear(0155)
 Idea casts spell(0242)
 Return",""
"“WAVE0816”
 Gun reloaded(0143)
 Gun Lifted(0272)
 Return",""
"“WAVE0817”
 Jail Shaken(0144)
 Return",""
"“WAVE0818”
 Spark:Bound Squall(0163)
 Chain:Bound Squall(0164)
 Chain off:Bound Squall(0165)
 Finger cracker(0343)
 Seifer takes a posture(0344)
 Return",""
"“WAVE0819”
 Rain BG(0169)
 Return",""
"“WAVE0820”
 Pusing the launcher(0170)
 Positioned the launcher(0177)
 Balb open(0290)
 Return",""
"“WAVE0821”
 Motor(0171)
 Return",""
"“WAVE0822”
 Hidden loop door(0172)
 Take a glass(0269)
 Return",""
"“WAVE0824”
 Garden BG(0176)
 Return",""
"“WAVE0825”
 Ladder downed(0179)
 Ladder broke the window(0288)
 Return",""
"“WAVE0826”
 Shelter machine fall(0180)
 Shelter machine falling(0181)
 Shelter machine appear(0247)
 Shelter machine motor(0248)
 Shelter machine landing(0249)
 Return",""
"“WAVE0827”
 Witch casts a spell Rinoa(0182)
 Rinoa downed(0314)
 Return",""
"“WAVE0828”
 Explosion of underground(Big)(0231)
 Explosion of underground(Small)(0232)
 Rock locked(0244)
 Irvine exploded at Zell's house(0302)
 Return",""
"“WAVE0829”
 Seifer appeared at speaching(0233)
 Return",""
"“WAVE0830”
 Burining grass(0234)
 Return",""
"“WAVE0831”
 cdfield6·sea(0237)
 cdfield6·tope suiside(0238)
 Return",""
"“WAVE0832”
 Dog:cry(0252)
 Dog:Vow(0253)
 Return",""
"“WAVE0833”
 Selphie:introduce weapons(0294)
 Zell:posed(0334)
 Quistis:posed(0337)
 Selphie:posed(0340)
 Appeal the weapon(0347)
 Return",""
"“WAVE0834”
 Voice of Julava(0254)
 Julava buzzing(0386)
 Julava moving(0388)
 Return",""
"“WAVE0835”
 Irvine“BANG”(0275)
 Return",""
"“WAVE0836”
 Level-MD Shake(0282)
 Return",""
"“WAVE0837”
 Elevator falling down(0291)
 Elevator stopped(0401)
 Return",""
"“WAVE0841”
 Garden hit:Shaken(0321)
 Garden hit:Shaken·loop(0323)
 Impact of moving arm(0354)
 Impact of stopped arm(0355)
 Return",""
"“WAVE0842”
 Edea disappear·loop(0304)
 Edea disappear:floor(0309)
 Return",""
"“WAVE0843”
 Edea appear braking the window(0311)
 Return",""
"“WAVE0844”
 Armor falling down:once(0324)
 Armor falling down:twice(0325)
 Return",""
"“WAVE0845”
 Bahamoot1(0331)
 Bahamoot2(0332)
 Bahamoot3(0333)
 Return",""
"“WAVE0846”
 Return",""
"“WAVE0847”
 Irvine's rifle(0349)
 Gunfire:single(0350)
 Irvine pushed down(0353)
 Return",""
"“WAVE0848”
 Water drop(096)
 Wind(097)
 Return",""
"“WAVE0849”
 Stone up(0357)
 Secreto voice(0361)
 Casket opened(0362)
 Minotaur called(0369)
 Return",""
"“WAVE0850”
 Chain off(0360)
 Return",""
"“WAVE0851”
 High-heeled L(0367)
 High-heeled R(0368)
 Return",""
"“WAVE0852”
 bggate6a:Engine loop(0375)
 Return",""
"“WAVE0853”
 Punch:flying(0376)
 Kick:flying(0377)
 Return",""
"“WAVE0860”
 Wind and Seagull BG(After Rinoa movie·0390)
 Garden BG(After Rinoa movie·0390)
 Return",""
"“WAVE0861”
 Exhaust note(0395)
 Return",""
"“WAVE0863”
 Flying machine(0398)
 Flying machine hit Squall(0400)
 Return",""
"“WAVE0865”
 Crash1(0406)
 Crash2(0407)
 Crash3(0408)
 Crash4(0409)
 Return",""
"“WAVE0867”
 Esther motor move(0421)
 Return",""
"Zell
“What?
 Don't push me!”",""
"“Titan's Dungeon”
 Outside
 Dungeon1
 Dungeon2
 Dungeon3
 Dungeon4
 Dungeon5
 Room1
 Room2
 Room3
 Room4
 No thx",""
"Rinoa
“Esthar”
 Great Soltlake
 Great Wall
 Luna Gate
 Sealing Establishments
 RGROAD11
 Leave",""
"“Great Soltlake”
 View(Raguna)
 View(Squall)
 Road1
 Road2
 Road3
 Blind Alley
 Wall1
 Wall2
 Wall3
 Wall4
 Leave",""
"“Great Wall”
 Bridge1
 Bridge2
 Gate
 Elevator1
 Elevator2
 Elevator3
 Panel1
 Panel2
 Leave",""
"“Luna Gate”
 Outside1
 Outside2
 Concourse1
 Concourse2
 Control Room
 Freezing Room
 Launcher
 Leave",""
"“Sealing Establishments”
 View1
 View2
 Enterance1
 Enterance2
 Pod
 Lunatic Pandra
 Leave",""
"Selphie
“{Galbadia}”
 Dungeon
 Missile Base
 Leave",""
"“Missile Base”
 Deserts
 Grounds
 Corridors
 Rooms
 Leave",""
"“Rooms”
 Substation
 Launcher Room
 Hunger
 Control Room1
 Control Room2
 Monitor
 Leave",""
"“Corridors”
 Corridor1
 Corridor2
 Corridor3
 Corridor4
 Corridor5
 Leave",""
"“{Galbadia} Desert”
 Station
 Platform
 Desert
 Leave",""
"“Parking”
 No Launchers
 Launcher Arrive
 Launcher Broken
 Outside
 Leave",""
"{Dollet} Army
“Configration”
 Set Flags
 Clear Flags
 Add Party
 Delete Party
 Selphie First
 Chage Clothes
 Refresh Party
 Leave",""
"Add
 Squall
 Zell
 Irvine
 Quistis
 Rinoa
 Selphie
 Seifer
 Leave",""
"Delete
 Squall
 Zell
 Irvine
 Quistis
 Rinoa
 Selphie
 Seifer
 Leave",""
"Change Clothes
 Normal Sqaull
 Normal Zell
 Normal Selphie
 Squall with Garden's uniform
 Zell with Garden's uniform
 Selphie with Garden's uniform
 All Normal
 Ai Uniform
 Leave",""
"Set Flags
 {Balamb} Garden
 Showed Map
 Party Separated
 Cleared Desert Events
 Missile Base
 Leave",""
"{Balamb} Garden
 Cleared Classroom Events
 Cleared Restaulant Event1
 Cleared Fire Dungeon
 Irvine Appeared
 Selphie Appeared
 Crash into FH
 Restart Garden
 After Rinoa Downed1
 After Rinoa Downed2
 Squall Found at FH
 SeeD First Mission
 Leave",""
"Missile Base
 Parked
 Emergency Light
 Pushed Launcher
 Set Grid
 “Damn,Escaped!”
 Changed
 After Battle(true)
 After Battle(False)
 Emergency1
 Emergency2
 Afeter Boss Battle
 Leave",""
